report	71	33.281-54.418	140.706-209.680	60.399-78.989
report	72	36.713-43.312	123.850-139.471	48.365-67.261
report	73	43.290-72.006	134.206-173.136	43.453-57.045
report	74	16.689-26.776	142.739-176.165	47.360-65.847
report	75	31.634-44.395	137.786-179.416	61.679-81.356
report	76	20.444-33.951	129.461-179.020	62.778-81.833
report	77	46.266-63.319	139.989-195.856	79.676-100.481
report	78	42.702-65.457	121.961-182.522	56.833-65.193
report	79	28.643-44.573	152.022-188.007	50.621-56.641
report	80	24.834-39.742	141.787-163.363	49.626-56.549
report	81	38.331-55.406	100.706-166.673	29.553-45.037
report	82	27.496-32.293	147.607-181.594	90.912-104.055
report	83	30.833-42.513	134.550-190.304	55.037-71.388
report	84	13.231-15.707	111.141-174.230	67.671-80.362
report	85	49.846-69.335	135.842-217.412	77.361-105.192
report	86	50.996-58.501	151.762-197.177	82.411-103.188
report	87	26.744-43.484	141.319-190.647	77.643-112.672
report	88	19.708-22.005	126.887-154.082	48.306-53.832
report	89	31.976-38.199	149.513-206.792	68.794-112.358
report	90	35.532-48.606	128.892-176.051	59.265-71.727
report	91	13.024-17.632	119.134-153.442	64.631-71.806
report	92	45.184-65.216	119.448-197.189	68.987-87.578
report	93	12.676-17.498	131.112-150.981	37.132-46.118
report	94	8.936-10.805	134.925-203.286	49.028-58.446
report	95	36.984-59.309	125.043-188.632	43.298-59.283
report	96	37.293-44.886	133.253-154.647	64.665-95.295
report	97	15.450-23.554	143.138-190.279	61.874-72.276
report	98	21.006-24.959	159.472-184.872	46.880-77.309
report	99	50.556-72.404	151.427-195.342	89.600-133.237
report	100	42.429-48.309	146.753-190.687	97.257-108.553
report	101	19.475-26.954	141.134-175.903	47.318-74.832
report	102	50.181-62.857	125.500-178.871	63.438-77.169
report	103	26.527-42.029	135.423-169.224	41.067-48.943
report	104	29.745-45.512	133.156-182.735	82.403-112.633
report	105	58.928-86.001	129.768-201.458	54.509-64.909
report	106	33.114-43.276	149.534-173.689	39.019-63.686
report	107	20.166-33.380	144.779-182.008	51.706-84.102
report	108	26.736-44.435	122.756-169.031	47.756-67.758
report	109	19.512-25.974	155.590-190.105	57.089-83.657
report	110	38.254-48.156	148.804-173.698	54.696-90.654
report	111	29.302-46.151	147.463-189.094	37.087-56.929
report	112	39.849-58.926	115.896-189.006	53.360-81.732
report	113	31.015-51.552	128.003-150.709	49.726-55.548
report	114	12.644-19.316	127.292-198.618	50.512-71.903
report	115	49.807-62.679	136.024-189.003	51.210-65.700
report	116	52.569-68.686	150.985-172.853	80.602-115.643
report	117	65.736-73.860	142.521-221.071	74.642-100.426
report	118	46.501-71.545	134.738-223.686	72.690-116.151
report	119	31.954-46.219	143.414-209.053	53.750-88.355
report	120	26.573-35.844	116.544-146.279	47.614-58.922
report	121	24.373-29.094	136.657-214.914	79.384-97.050
report	122	52.423-76.760	110.855-154.648	64.149-97.680
report	123	17.631-21.932	146.872-215.737	78.954-90.860
report	124	34.128-54.197	143.449-166.050	60.912-100.027
report	125	26.878-41.171	154.687-187.760	63.745-79.765
report	126	29.111-34.876	111.059-183.831	44.670-55.918
report	127	17.378-26.803	120.865-194.310	39.744-53.955
report	128	38.998-63.119	150.502-196.399	85.521-94.732
report	129	24.666-31.986	164.436-202.044	91.939-125.178
report	130	33.695-44.298	120.837-190.785	68.266-101.277
report	131	42.289-63.656	126.664-188.780	35.182-52.622
report	132	0.857-1.231	147.060-167.017	44.903-72.563
report	133	16.525-19.669	113.794-167.664	49.531-64.703
report	134	19.760-31.369	121.424-158.030	60.221-70.242
report	135	46.637-64.731	127.465-160.532	63.477-74.163
report	136	46.231-54.855	122.395-151.296	49.816-61.125
report	137	29.404-43.891	144.314-219.240	64.489-107.100
report	138	33.432-50.433	154.948-183.507	45.796-74.930
report	139	28.986-44.700	124.911-162.067	42.397-53.479
report	140	31.379-49.646	134.898-214.764	50.334-81.997
report	141	25.586-31.074	146.317-195.729	74.690-89.513
report	142	39.686-52.795	122.130-193.039	52.849-71.402
report	143	33.924-37.648	123.194-188.269	84.593-122.630
report	144	37.153-42.843	115.256-180.709	49.110-55.247
report	145	56.586-78.430	132.522-204.291	69.807-82.897
report	146	21.613-24.951	116.588-176.517	48.193-55.145
report	147	18.218-20.808	113.140-162.795	64.753-80.388
report	148	27.797-41.296	137.567-218.638	76.522-85.786
report	149	39.586-49.836	132.316-188.838	52.641-75.902
report	150	40.472-66.000	139.114-227.633	72.755-84.590
report	151	36.052-48.469	161.521-190.484	63.100-83.060
report	152	41.918-69.071	144.096-179.496	63.099-99.207
report	153	37.129-52.922	130.295-214.298	46.572-71.146
report	154	53.054-80.487	146.191-195.917	89.323-99.813
report	155	34.599-42.183	159.759-199.173	66.313-76.629
report	156	30.671-42.342	117.011-168.288	56.412-64.965
report	157	31.444-36.925	133.717-186.961	38.427-62.635
report	158	18.593-23.558	135.792-196.187	53.834-69.324
report	159	47.321-69.991	107.948-161.258	40.151-63.278
report	160	2.980-4.408	123.094-160.521	58.242-94.538
report	161	32.578-48.288	135.238-157.543	57.091-65.108
report	162	39.829-57.070	133.784-148.848	71.323-90.779
report	163	42.261-66.978	143.845-178.083	55.924-70.104
report	164	35.487-43.228	147.108-169.229	67.058-89.464
report	165	24.915-36.680	128.311-163.887	48.347-67.599
report	166	50.689-59.910	144.574-163.085	44.196-49.399
report	167	46.216-57.011	137.829-167.201	66.042-82.565
report	168	19.750-23.069	148.251-166.981	54.407-74.442
report	169	53.735-66.684	160.845-212.124	47.849-75.099
report	170	19.268-27.675	114.681-162.526	28.370-46.097
report	171	27.060-32.931	123.978-177.652	47.901-70.903
report	172	42.668-54.625	154.645-183.379	58.535-69.367
report	173	56.908-65.472	155.061-206.598	52.169-84.935
report	174	30.761-45.564	137.869-200.419	42.704-60.688
report	175	18.281-21.089	136.277-202.560	76.928-114.179
report	176	55.375-83.442	112.736-185.683	70.965-82.646
report	177	9.093-13.725	136.449-173.195	60.058-91.470
report	178	10.695-14.049	141.924-177.367	68.147-76.126
report	179	9.242-13.223	152.402-199.481	71.804-85.642
report	180	11.621-15.758	124.261-165.684	39.967-55.957
report	181	18.784-22.723	129.740-197.447	50.396-64.172
report	182	51.809-59.284	158.101-186.170	52.302-76.886
report	183	25.543-38.209	148.874-215.432	105.238-128.175
report	184	22.254-33.422	114.722-188.779	62.519-95.608
report	185	46.201-64.593	137.789-197.159	63.018-87.602
report	186	40.400-47.745	133.873-166.426	32.465-49.210
report	187	42.435-47.641	122.441-143.013	54.943-88.748
report	188	27.847-44.294	111.381-158.309	58.480-66.962
report	189	49.630-79.562	134.748-157.172	30.179-42.911
report	190	38.705-52.888	138.246-186.862	76.093-91.743
report	191	25.718-32.238	129.592-152.212	50.206-63.104
report	192	30.337-39.096	123.609-190.680	25.688-39.624
report	193	15.163-20.386	115.575-182.609	33.206-44.291
report	194	48.532-62.134	145.824-237.371	73.387-115.157
report	195	67.787-83.651	157.640-195.219	58.344-82.347
report	196	38.439-49.248	134.451-165.757	46.740-73.970
report	197	38.545-44.239	119.635-168.353	59.183-87.345
report	198	13.082-17.636	135.192-159.496	73.101-81.763
report	199	21.041-26.124	126.780-189.133	44.883-58.140
report	200	20.738-31.244	113.592-180.025	50.450-78.117
report	201	37.931-51.209	144.703-168.896	47.718-74.697
report	202	59.025-66.060	151.924-199.276	68.488-79.406
report	203	15.727-22.855	129.152-172.354	50.631-77.434
report	204	29.787-34.721	154.332-175.248	42.802-66.206
report	205	24.316-37.840	165.618-187.916	69.833-80.217
report	206	57.005-91.276	108.282-165.369	42.307-65.451
report	207	24.766-31.137	172.686-197.633	45.664-59.542
report	208	31.009-44.984	138.770-198.017	50.684-65.742
report	209	26.068-29.627	124.475-197.766	59.661-97.572
report	210	35.651-44.627	113.490-177.281	81.636-90.622
report	211	38.647-51.846	141.476-172.027	44.865-54.391
report	212	30.054-42.680	131.145-193.034	83.456-107.633
report	213	39.235-53.668	129.385-143.423	62.183-89.083
report	214	52.674-60.510	141.553-176.172	57.251-70.403
report	215	47.995-58.648	130.024-211.689	51.393-70.675
report	216	25.938-41.095	115.648-188.981	44.629-54.152
report	217	28.100-39.297	133.823-216.398	68.291-93.316
report	218	60.707-69.824	140.788-177.670	67.631-74.765
report	219	38.454-47.011	140.979-168.087	62.718-84.257
report	220	17.132-25.235	98.764-116.072	52.419-84.459
report	221	53.731-60.192	125.231-188.580	49.739-80.678
report	222	19.047-30.941	154.800-178.214	57.672-74.752
report	223	41.478-46.635	142.877-170.046	57.192-77.475
report	224	44.325-58.424	125.211-189.953	64.391-91.746
report	225	29.284-42.215	147.900-211.438	68.915-79.896
report	226	38.430-47.108	119.489-189.102	54.964-65.099
report	227	16.452-21.461	156.802-187.169	70.178-78.134
report	228	43.307-52.572	126.943-202.574	74.159-86.492
report	229	24.004-27.408	156.526-217.798	61.754-87.644
report	230	39.787-47.840	122.923-172.009	51.168-75.819
report	231	33.332-42.232	102.010-137.777	78.891-89.105
report	232	46.722-72.844	133.296-210.050	55.640-66.162
report	233	34.039-46.972	137.292-159.924	47.675-68.898
report	234	15.532-21.290	120.621-191.880	43.754-58.490
report	235	43.541-55.096	140.599-160.709	42.650-69.467
report	236	51.884-60.065	123.225-197.618	50.962-69.505
report	237	39.311-54.533	125.558-167.716	53.769-69.613
report	238	14.213-22.762	146.644-164.294	41.193-60.533
report	239	50.017-56.287	129.522-158.926	58.462-78.409
report	240	31.707-38.098	110.201-163.881	63.049-93.398
report	241	38.394-47.304	113.798-185.378	57.905-85.969
report	242	38.110-61.371	128.867-150.105	57.766-76.906
report	243	42.212-67.237	103.644-165.099	52.360-58.552
report	244	18.278-28.459	160.683-209.323	59.538-94.293
report	245	39.733-57.726	148.497-199.739	52.870-86.137
report	246	53.032-81.281	122.792-194.442	53.932-70.220
report	247	23.582-28.399	127.480-173.770	57.130-72.395
report	248	22.515-26.805	122.958-176.644	52.513-86.969
report	249	43.744-48.587	157.128-203.811	71.803-107.959
report	250	49.217-70.109	126.705-207.305	54.758-74.185
report	251	46.030-61.570	141.874-190.626	61.313-94.481
report	252	34.736-55.975	117.402-169.487	50.773-84.290
report	253	12.950-15.482	145.078-192.759	79.826-88.618
report	254	44.766-50.039	116.904-191.508	66.706-84.677
report	255	17.638-29.365	116.582-190.128	46.324-72.815
report	256	25.552-35.185	152.249-235.895	63.259-77.901
report	257	21.349-30.040	141.437-183.861	55.532-69.255
report	258	38.265-43.844	142.412-227.784	54.553-70.190
report	259	23.571-39.008	124.769-194.686	59.870-80.088
report	260	41.506-46.462	131.595-193.159	39.811-55.417
report	261	38.177-56.610	145.454-213.117	47.529-75.386
report	262	28.422-46.618	145.828-175.395	55.791-85.693
report	263	34.662-42.624	113.553-185.341	65.841-79.287
report	264	38.174-55.130	153.473-190.526	48.239-65.219
report	265	39.325-51.939	123.379-201.320	31.112-44.054
report	266	35.733-50.374	154.853-215.615	68.395-109.342
report	267	40.123-49.227	166.770-188.568	76.758-95.654
report	268	39.577-59.270	115.826-132.372	69.722-83.222
report	269	22.208-33.233	138.954-182.740	89.997-105.362
report	270	62.834-77.235	124.374-158.563	56.368-82.679
report	271	24.975-32.425	156.854-181.641	59.030-94.187
report	272	19.903-23.623	98.420-160.567	58.748-66.054
report	273	21.583-26.262	116.997-189.540	62.700-75.366
report	274	32.312-39.494	153.269-216.726	51.916-80.743
report	275	20.773-34.221	136.832-185.733	47.205-77.940
report	276	33.174-36.995	119.478-179.674	54.439-81.393
report	277	57.313-79.722	152.222-169.441	78.558-112.376
report	278	68.399-94.080	149.547-173.487	69.491-104.663
report	279	40.999-52.747	128.399-208.786	68.381-84.711
report	280	14.259-18.290	129.327-174.987	53.957-86.267
report	281	41.001-64.918	129.022-143.809	62.670-71.080
report	282	52.925-69.331	108.614-180.799	56.594-94.160
report	283	26.580-41.237	139.413-214.554	64.480-74.114
report	284	21.370-23.678	132.361-199.033	69.634-78.481
report	285	27.272-38.686	141.596-204.202	60.564-89.335
report	286	38.301-53.023	127.046-169.458	58.880-89.666
report	287	35.190-51.444	141.908-221.629	50.714-73.399
report	288	55.637-71.105	112.577-173.713	55.908-71.357
report	289	30.367-37.615	138.560-195.456	59.141-83.020
report	290	19.483-27.774	131.796-186.809	50.210-70.076
report	291	74.400-85.241	148.697-204.168	49.483-71.054
report	292	49.555-65.888	111.863-163.612	50.246-60.972
report	293	35.729-40.383	132.767-167.694	58.470-67.996
report	294	40.628-47.422	134.898-153.338	59.636-94.970
report	295	47.778-58.830	137.769-193.291	89.306-113.156
report	296	57.645-65.061	165.126-190.639	61.044-82.728
report	297	23.325-35.723	137.032-190.729	41.204-67.430
report	298	42.457-49.943	122.402-182.024	42.546-66.308
report	299	23.168-32.151	132.259-178.531	71.567-92.679
report	300	43.091-67.740	134.331-177.277	50.901-78.349
report	301	37.843-54.309	135.204-196.678	57.618-77.395
report	302	54.928-67.871	148.115-191.278	43.105-71.352
report	303	25.338-30.291	121.018-191.779	56.741-74.034
report	304	32.939-50.366	125.622-192.168	49.292-74.559
report	305	30.043-43.589	152.050-184.973	40.170-63.803
report	306	38.815-53.748	160.184-180.242	62.930-97.962
report	307	28.564-31.590	155.476-192.934	56.939-90.964
report	308	44.639-73.168	140.634-224.254	77.213-104.410
report	309	28.403-37.052	142.099-184.120	62.784-79.196
report	310	23.245-33.914	129.162-188.252	62.501-92.087
report	311	21.096-29.084	111.463-178.118	39.189-56.830
report	312	41.110-57.772	149.869-177.791	70.136-106.757
report	313	40.472-50.380	142.406-172.701	55.444-85.359
report	314	30.916-40.800	127.056-142.512	66.717-95.934
report	315	45.894-50.840	149.181-202.458	57.339-83.690
report	316	14.834-17.315	144.507-182.617	62.868-77.887
report	317	37.865-49.860	127.347-149.303	48.431-68.456
report	318	54.338-78.689	124.792-158.698	63.165-87.342
report	319	53.238-69.110	126.813-204.166	81.200-89.993
report	320	23.403-32.081	133.123-194.863	45.609-68.344
report	321	36.250-48.642	154.828-182.883	58.727-75.360
report	322	18.587-22.567	131.072-179.327	44.148-53.581
report	323	6.666-10.520	114.768-183.762	56.547-72.402
report	324	40.199-57.767	150.257-183.403	57.240-80.778
report	325	50.063-67.268	126.305-205.441	59.412-94.221
report	326	24.262-34.277	117.233-155.345	54.565-61.764
report	327	13.401-20.165	140.073-157.686	61.235-71.122
report	328	24.353-35.908	141.023-199.129	49.917-67.876
report	329	49.153-73.210	167.847-189.997	41.400-47.139
report	330	20.864-23.102	131.914-193.796	46.439-75.244
report	331	41.238-59.627	128.760-180.839	46.547-62.618
report	332	28.899-36.379	112.004-171.381	42.059-68.781
report	333	49.441-60.687	132.824-180.895	81.648-92.417
report	334	29.998-41.997	150.367-174.746	61.712-99.931
report	335	14.765-21.205	111.609-163.149	59.215-73.369
report	336	26.897-37.088	151.877-170.743	56.991-80.403
report	337	28.295-40.968	117.219-165.272	47.237-60.884
report	338	38.735-56.470	154.752-191.058	49.228-78.358
report	339	27.128-43.308	129.397-205.775	82.405-115.260
report	340	25.519-41.418	105.409-156.427	62.950-86.656
report	341	27.906-45.092	147.265-217.224	74.128-83.143
report	342	43.924-60.404	124.907-165.553	55.921-73.901
report	343	37.217-52.535	119.785-151.624	43.466-69.955
report	344	32.893-48.394	120.652-172.254	50.511-68.369
report	345	47.079-57.168	145.949-167.942	56.604-68.581
report	346	37.798-41.850	141.535-174.139	46.139-74.168
report	347	59.791-92.534	132.594-203.972	85.016-97.434
report	348	27.136-44.028	155.703-192.386	65.605-79.107
report	349	38.423-46.089	157.240-193.082	46.512-73.491
report	350	40.481-52.553	127.112-145.244	51.957-60.738
report	351	57.251-88.631	136.614-200.624	55.031-85.122
report	352	16.693-23.280	145.452-179.878	40.040-56.462
report	353	46.526-69.678	127.396-179.360	71.779-79.693
report	354	27.589-36.390	108.081-179.486	61.000-83.400
report	355	43.189-68.494	168.456-202.297	69.900-115.597
report	356	32.343-48.921	134.511-180.397	54.263-66.801
report	357	51.404-70.817	143.465-218.970	81.940-95.045
report	358	68.332-75.542	147.876-184.592	39.603-56.308
report	359	36.867-60.166	134.145-152.253	59.040-65.745
report	360	50.374-67.654	138.176-223.850	42.476-62.952
report	361	29.558-41.225	113.871-186.359	40.968-64.817
report	362	13.616-19.547	124.800-204.738	65.468-91.252
report	363	29.720-40.172	144.777-216.446	62.316-73.440
report	364	32.639-46.652	142.080-173.670	48.482-57.502
report	365	10.362-16.551	108.856-180.246	38.536-49.946
report	366	28.489-42.495	138.876-225.868	64.339-92.220
report	367	25.553-32.650	143.207-202.644	60.740-78.340
report	368	28.570-45.907	109.129-174.258	50.687-61.706
report	369	55.438-79.630	159.207-185.956	57.515-90.058
report	370	22.323-37.072	100.941-159.106	48.290-72.356
report	371	47.543-60.260	127.390-175.124	36.189-47.698
report	372	31.224-43.253	164.273-200.691	43.927-68.132
report	373	41.980-68.899	143.905-175.796	81.491-96.121
report	374	20.185-28.017	140.191-186.416	45.044-64.276
report	375	19.781-28.277	157.193-217.982	37.425-56.875
report	376	28.883-36.790	122.157-194.896	64.557-89.720
report	377	38.368-53.982	127.096-197.591	57.435-75.100
report	378	27.331-41.548	155.225-180.996	50.264-81.257
report	379	43.723-54.429	138.627-160.793	36.285-58.133
report	380	15.105-21.646	104.515-160.194	51.437-81.270
report	381	47.281-62.586	128.049-155.944	44.686-60.125
report	382	28.528-45.812	132.632-218.310	70.081-82.825
report	383	42.065-51.730	118.532-157.691	52.335-68.798
report	384	57.714-83.157	134.980-188.582	56.256-86.991
report	385	16.447-21.255	121.987-185.814	71.846-85.500
report	386	57.018-70.686	126.273-204.935	44.886-65.033
report	387	37.323-56.078	159.710-197.774	82.820-101.031
report	388	46.936-56.418	115.594-154.407	48.623-58.429
report	389	28.091-32.032	134.181-191.541	42.722-52.319
report	390	41.745-58.012	173.238-202.383	45.067-50.383
report	391	24.410-29.431	118.917-184.332	58.338-78.540
report	392	50.336-57.801	138.974-197.115	53.511-68.388
report	393	32.255-43.447	128.000-153.693	64.539-84.424
report	394	30.177-37.108	129.410-153.550	69.338-82.784
report	395	60.310-69.425	145.423-163.886	48.657-79.409
report	396	27.611-36.312	123.789-193.687	63.366-88.591
report	397	21.773-31.033	127.453-151.912	73.949-101.983
report	398	27.170-40.700	149.624-177.192	45.175-51.827
report	399	30.785-40.251	161.651-192.347	45.462-56.406
report	400	19.386-25.886	115.508-177.246	67.104-99.069
report	401	2.692-3.005	130.020-215.794	76.523-116.789
report	402	47.551-62.530	133.502-178.618	40.900-63.796
report	403	29.517-36.712	115.045-162.558	59.347-76.643
report	404	32.947-40.572	139.086-188.123	55.596-75.657
report	405	25.426-38.203	137.441-179.173	60.860-91.562
report	406	41.487-46.897	138.471-209.150	57.825-71.698
report	407	43.500-54.056	132.278-172.143	59.448-87.078
report	408	0.000-0.000	158.266-189.648	58.259-67.899
report	409	40.669-58.982	164.048-192.303	57.935-89.569
report	410	23.005-25.957	164.620-216.392	63.971-95.397
report	411	20.493-27.678	122.421-177.615	57.246-79.743
report	412	50.064-75.656	147.628-166.553	85.471-98.941
report	413	58.998-68.097	108.366-178.424	52.062-77.906
report	414	29.074-35.118	128.171-150.657	53.096-84.946
report	415	47.781-68.774	119.467-193.194	65.804-80.951
report	416	34.535-53.116	139.624-164.527	57.038-83.327
report	417	24.521-30.353	126.008-169.581	54.883-63.847
report	418	33.959-47.453	144.263-173.876	43.713-51.307
report	419	8.677-13.306	146.944-176.222	44.788-72.895
report	420	34.400-46.021	147.512-168.816	65.587-77.223
report	421	33.411-52.482	112.865-158.006	48.409-67.854
report	422	19.065-25.145	128.020-173.852	56.022-76.787
report	423	22.076-32.105	112.392-162.555	58.229-71.270
report	424	26.085-37.476	128.744-196.606	57.719-80.050
report	425	41.328-59.818	131.014-161.646	52.671-62.932
report	426	44.516-71.887	144.952-178.210	33.053-44.487
report	427	31.923-42.630	160.577-179.376	60.005-68.007
report	428	36.806-54.594	160.515-179.025	37.786-42.966
report	429	43.511-48.418	127.837-206.204	52.162-85.395
report	430	44.147-49.842	134.668-220.503	70.111-78.093
report	431	11.248-15.232	129.142-199.353	49.017-62.039
report	432	30.354-36.821	152.675-183.390	67.948-99.217
report	433	40.473-50.358	113.321-130.239	41.896-55.855
report	434	12.804-15.210	126.166-201.856	51.791-61.976
report	435	31.710-45.986	116.885-185.310	45.489-75.745
report	436	35.051-41.380	147.023-200.915	56.508-77.945
report	437	33.088-52.195	121.215-193.990	47.095-71.116
report	438	49.004-76.072	139.958-193.636	61.953-93.164
report	439	30.061-46.488	128.451-157.585	43.055-69.432
report	440	44.635-55.399	124.124-204.154	68.959-83.878
report	441	33.610-48.875	159.175-189.011	75.438-94.495
report	442	53.872-71.109	130.182-195.625	56.483-74.974
report	443	19.922-26.401	150.521-168.341	71.357-85.105
report	444	26.278-41.147	117.895-162.718	55.273-84.398
report	445	33.445-54.560	141.889-158.821	58.341-70.639
report	446	11.430-15.419	141.572-190.285	88.806-104.077
report	447	17.416-19.603	139.413-201.290	44.213-66.698
report	448	47.023-75.609	148.811-211.233	65.368-92.298
report	449	35.702-50.816	140.483-180.560	62.767-98.900
report	450	46.644-59.210	125.342-196.473	55.909-72.528
report	451	24.674-40.271	146.712-173.711	50.140-58.229
report	452	37.729-60.191	145.251-190.248	58.175-72.546
report	453	28.216-36.130	111.408-184.352	38.688-49.510
report	454	33.389-41.433	132.235-159.585	53.838-73.358
report	455	45.103-54.329	133.175-212.444	68.090-98.508
report	456	36.977-57.677	152.186-169.295	80.393-93.318
report	457	24.305-38.392	127.257-207.871	51.416-73.666
report	458	27.513-33.452	135.959-160.893	49.722-70.337
report	459	27.750-41.129	116.604-176.383	43.811-50.032
report	460	48.979-76.975	138.292-161.433	38.270-59.051
report	461	51.349-71.587	130.342-201.017	49.867-58.265
report	462	42.698-62.904	151.702-184.004	62.185-82.475
report	463	21.336-34.947	157.473-179.573	93.406-114.699
report	464	22.367-25.841	159.046-217.431	44.366-55.731
report	465	18.216-24.509	134.472-202.950	59.766-94.147
report	466	26.894-39.571	136.931-207.889	91.915-107.923
report	467	29.818-39.499	126.186-204.052	55.938-90.353
report	468	31.791-39.709	154.731-172.976	75.253-86.999
report	469	34.683-47.733	147.851-171.716	38.201-51.083
report	470	28.378-45.515	149.142-230.318	48.344-79.840
report	471	37.292-47.828	115.787-188.146	67.784-86.685
report	472	35.349-55.300	175.896-203.226	77.714-92.008
report	473	5.885-7.610	109.881-133.695	46.945-75.916
report	474	52.816-77.193	133.694-183.754	57.729-66.792
report	475	39.433-58.855	135.590-163.054	48.691-77.762
report	476	12.869-18.366	162.033-186.593	46.017-70.992
report	477	31.546-46.754	135.447-193.579	72.289-115.659
report	478	37.118-47.929	121.067-156.739	35.798-59.025
report	479	20.623-31.697	159.078-211.875	70.002-111.039
report	480	35.221-58.016	137.448-192.880	61.457-71.464
report	481	45.366-63.481	122.914-172.217	66.321-77.116
report	482	38.023-51.882	132.981-164.571	52.049-62.879
report	483	15.730-20.496	135.672-154.909	33.352-45.239
report	484	47.341-61.132	128.517-206.451	67.809-94.765
report	485	41.019-53.170	131.969-146.933	34.376-53.589
report	486	32.381-36.227	133.422-148.180	60.335-74.355
report	487	38.439-50.057	135.096-199.084	61.288-69.357
report	488	42.422-56.672	120.823-184.237	48.140-55.716
report	489	46.266-66.041	133.436-216.472	65.642-89.706
report	490	25.397-32.088	165.758-205.766	73.488-83.757
report	491	40.233-65.902	110.675-165.562	43.808-56.539
report	492	55.049-63.466	117.184-183.796	57.799-74.666
report	493	30.989-40.124	149.479-177.642	47.429-73.405
report	494	34.234-56.774	104.945-159.668	61.062-77.719
report	495	37.086-41.228	124.014-173.326	36.748-40.832
report	496	48.834-71.062	135.136-224.230	73.451-84.159
report	497	27.255-39.596	121.027-196.951	79.331-109.308
report	498	78.454-93.944	124.057-189.605	39.587-47.175
report	499	49.001-69.840	126.568-170.418	79.342-101.874
report	500	39.697-47.023	164.601-200.298	59.794-98.475
