report	42	21.342-21.616	88.494-95.274	33.414-36.354
report	43	20.345-22.294	92.349-100.273	38.360-39.433
report	44	25.563-26.368	111.485-116.848	44.658-46.501
report	45	18.822-21.070	97.930-105.417	44.155-49.543
report	46	25.266-27.549	121.458-123.516	40.602-46.135
report	47	24.903-27.783	85.984-97.177	43.247-49.356
report	48	20.442-20.686	86.083-87.131	43.760-44.234
report	49	27.925-29.269	96.792-112.222	37.723-37.996
report	50	25.887-27.727	102.673-105.070	43.737-46.463
report	51	21.473-23.481	96.277-105.170	39.178-45.308
report	52	26.116-29.457	99.468-104.099	44.922-50.838
report	53	26.527-30.198	111.830-112.816	40.791-47.153
report	54	26.610-28.383	117.020-131.761	38.655-42.328
report	55	20.252-21.153	117.345-127.048	42.542-45.996
report	56	27.250-31.275	120.441-124.219	44.714-46.245
report	57	20.455-22.870	104.723-117.609	33.605-38.312
report	58	28.053-28.642	124.063-124.920	40.290-40.695
report	59	21.487-22.430	122.264-122.446	33.363-37.635
report	60	20.725-21.853	89.813-100.251	45.259-51.324
report	61	23.655-23.950	83.690-94.069	32.703-35.534
report	62	29.003-29.216	82.247-91.879	38.903-41.836
report	63	23.885-25.801	93.564-102.048	38.215-39.585
report	64	24.407-24.613	91.853-103.514	40.273-43.747
report	65	25.003-25.583	121.526-122.083	47.147-53.028
report	66	28.538-30.263	110.519-127.175	44.169-48.849
report	67	21.887-23.880	104.163-105.999	38.986-42.494
report	68	22.364-24.948	111.334-128.669	34.367-34.440
report	69	26.462-27.202	112.918-115.120	41.945-44.337
report	70	22.738-25.533	105.657-109.537	41.682-47.612
report	71	23.677-25.793	97.348-112.268	36.530-37.640
report	72	27.182-28.780	108.093-122.847	39.775-40.429
report	73	25.599-27.672	102.903-109.689	41.466-47.876
report	74	20.278-21.894	102.455-108.498	47.068-48.790
report	75	22.687-24.776	98.363-106.664	34.666-35.930
report	76	20.914-22.394	103.336-111.192	39.540-42.718
report	77	21.920-24.216	114.920-126.109	42.242-48.948
report	78	27.428-30.207	113.695-130.523	41.281-44.618
report	79	29.318-33.451	94.353-96.239	43.377-44.395
report	80	27.535-29.615	111.341-123.613	43.127-45.570
report	81	25.966-28.161	120.163-138.218	45.006-48.458
report	82	27.763-30.682	114.555-128.380	39.811-42.153
report	83	30.910-32.257	116.394-131.867	37.245-40.424
report	84	21.316-24.318	124.155-133.941	42.013-43.227
report	85	25.258-28.636	90.720-93.398	39.657-43.118
report	86	24.209-26.385	102.313-113.987	41.551-42.708
report	87	23.281-23.980	101.746-106.983	34.509-36.383
report	88	31.521-32.535	103.120-117.433	33.517-37.222
report	89	26.580-26.595	98.140-112.169	38.769-40.140
report	90	24.524-25.565	118.046-131.967	49.413-50.782
report	91	26.812-28.334	112.752-123.357	46.208-51.903
report	92	21.710-24.561	102.424-108.845	44.610-46.336
report	93	29.701-34.253	120.060-133.668	47.094-49.487
report	94	30.351-32.189	94.909-100.000	43.314-43.415
report	95	31.076-32.435	102.835-114.999	48.004-52.677
report	96	26.410-29.106	97.139-98.535	43.798-44.418
report	97	23.541-24.811	122.193-126.894	45.945-49.898
report	98	32.532-33.575	121.259-131.546	41.506-46.091
report	99	20.924-24.147	102.267-110.500	41.842-46.026
report	100	30.499-33.845	119.258-131.440	38.463-44.698
report	101	30.590-35.042	89.433-101.720	41.258-46.082
suspect	2	24.896	131.119	47.868
report	102	30.196-34.138	98.688-112.538	38.609-44.182
report	103	27.473-30.206	103.179-112.976	49.778-52.208
report	104	27.495-30.203	121.007-138.970	41.195-44.935
report	105	31.384-35.456	112.596-115.860	33.914-37.904
report	106	31.534-32.089	110.229-110.927	39.872-42.727
report	107	33.153-35.069	103.478-103.994	51.365-53.203
report	108	27.660-30.630	116.195-128.098	44.378-47.754
report	109	30.287-34.398	113.992-118.727	41.844-45.180
report	110	27.360-30.408	98.952-105.875	44.237-46.422
report	111	22.845-25.797	96.986-106.359	46.796-52.790
report	112	21.922-24.884	115.713-119.779	52.281-54.355
report	113	27.486-28.485	89.545-93.059	41.213-47.166
report	114	30.572-34.628	126.913-131.714	47.023-48.544
report	115	21.770-24.940	88.661-101.541	42.083-47.759
report	116	24.778-25.511	111.114-123.382	51.982-55.016
report	117	27.348-28.247	93.901-102.809	41.131-41.261
report	118	33.623-33.850	121.299-136.047	42.812-48.615
report	119	25.161-27.209	116.131-121.032	44.148-46.221
report	120	23.871-27.573	124.740-126.026	41.719-43.907
report	121	27.453-27.472	94.624-100.470	44.166-46.523
report	122	29.844-30.907	98.027-107.450	42.170-42.566
report	123	25.833-26.647	104.396-119.123	48.871-55.960
report	124	26.008-26.685	114.093-130.217	48.109-53.307
report	125	29.195-31.752	116.158-116.364	37.289-38.251
report	126	27.035-28.811	95.737-102.613	47.951-48.044
report	127	27.747-29.864	115.504-128.461	41.443-42.553
report	128	26.693-29.163	106.550-113.503	49.485-53.352
report	129	27.550-28.545	88.323-95.655	40.919-45.218
report	130	25.276-28.394	116.091-128.414	39.634-42.901
report	131	24.744-26.626	93.483-95.106	41.686-45.801
report	132	27.324-31.710	124.479-130.652	52.030-53.601
report	133	25.870-26.063	103.670-117.083	43.840-45.569
report	134	25.541-27.625	101.795-107.360	44.467-48.795
report	135	29.035-30.106	98.265-104.206	36.403-37.744
report	136	30.768-31.760	94.751-109.400	46.847-52.057
report	137	27.981-30.332	99.864-109.241	44.423-47.408
report	138	31.185-34.395	97.149-110.218	37.160-42.881
report	139	26.651-28.093	105.536-120.825	48.659-55.841
report	140	31.341-33.095	127.251-140.316	44.665-46.725
report	141	28.101-31.337	103.037-109.457	36.166-40.906
report	142	26.695-30.074	131.761-131.772	52.909-55.429
report	143	32.478-33.453	107.012-110.213	44.687-46.232
report	144	33.410-35.435	125.888-128.168	48.641-50.102
report	145	36.723-37.601	127.887-136.530	47.069-50.675
report	146	34.259-34.789	121.126-124.512	50.269-56.740
report	147	24.778-27.886	117.953-126.300	52.358-54.959
report	148	36.339-39.637	126.725-131.052	42.741-46.465
report	149	33.490-37.658	105.641-121.080	49.291-51.504
report	150	28.813-29.902	92.199-96.770	52.579-57.218
report	151	33.953-34.725	122.994-136.007	41.733-47.528
report	152	31.802-34.008	119.052-120.816	44.313-50.960
report	153	33.583-38.491	110.435-110.590	47.196-52.976
suspect	3	33.258	100.950	40.018
report	154	26.552-26.802	103.927-111.225	38.354-41.578
report	155	29.637-33.565	128.407-131.189	39.151-40.880
report	156	26.033-28.766	117.057-122.278	50.822-54.998
report	157	28.813-29.756	120.721-123.146	38.349-41.708
report	158	30.881-33.279	110.692-116.240	39.951-46.171
report	159	36.999-40.084	113.813-124.895	48.782-53.828
report	160	30.401-35.032	117.162-125.051	43.121-48.410
report	161	35.766-36.927	130.780-133.369	49.626-52.768
report	162	28.851-31.293	106.862-112.421	48.200-53.737
report	163	26.509-29.191	109.201-124.485	45.615-50.073
report	164	30.714-34.387	128.619-138.831	52.361-54.044
report	165	31.224-34.256	124.657-131.355	47.343-53.926
report	166	37.040-39.129	102.157-114.131	50.954-57.213
report	167	37.239-39.003	102.089-105.338	39.226-42.246
report	168	28.831-29.877	99.681-102.556	45.646-50.898
report	169	30.323-34.401	120.548-135.193	49.116-52.785
report	170	37.227-39.145	107.712-108.878	38.700-41.256
report	171	33.593-36.648	133.564-141.511	35.947-39.408
report	172	36.450-41.306	96.901-97.616	49.580-52.121
report	173	31.829-33.413	124.194-138.929	49.734-54.943
report	174	32.594-33.592	103.818-109.819	43.134-46.728
report	175	26.893-28.947	103.399-107.828	53.112-55.993
report	176	29.068-32.288	118.598-133.730	39.146-39.287
report	177	39.674-41.178	129.678-146.227	49.404-53.316
report	178	37.347-40.805	97.072-111.647	45.546-49.784
report	179	33.074-37.219	97.984-110.806	53.432-56.525
report	180	37.026-41.071	119.046-132.822	45.363-47.390
report	181	32.532-34.229	100.678-105.041	38.873-43.731
report	182	33.368-36.110	125.731-142.244	44.449-44.983
report	183	28.877-31.706	132.766-142.708	41.664-45.729
report	184	35.951-41.023	125.636-145.795	50.500-57.240
report	185	34.238-39.184	139.162-143.530	46.812-47.565
report	186	38.065-39.711	107.625-117.686	37.744-43.078
report	187	38.266-40.282	98.080-102.938	47.106-49.058
report	188	40.355-43.114	135.072-142.892	50.483-53.977
report	189	30.447-31.343	107.999-123.657	41.384-43.853
report	190	32.892-36.754	97.585-97.808	45.403-49.447
report	191	41.171-41.826	113.306-125.059	51.190-59.280
report	192	29.813-30.382	96.252-99.632	53.037-53.148
report	193	39.781-40.487	98.135-109.869	39.014-42.262
report	194	30.629-32.452	133.705-150.293	50.786-57.609
report	195	37.352-39.377	108.250-125.612	46.857-47.597
report	196	34.108-35.765	90.638-103.008	42.353-43.271
report	197	34.835-38.725	123.784-141.712	43.179-43.669
report	198	36.363-40.430	93.548-108.533	48.689-53.100
report	199	38.417-44.439	128.047-132.541	38.122-38.895
report	200	31.831-33.993	129.468-132.807	49.726-51.555
report	201	39.516-40.930	105.754-107.666	44.151-44.998
report	202	29.271-32.072	138.100-149.481	45.415-48.828
report	203	37.804-41.797	116.042-133.013	43.680-46.628
report	204	33.954-38.426	92.468-100.124	41.590-42.929
report	205	37.772-43.883	123.236-127.671	38.994-39.097
report	206	36.986-41.964	135.638-141.706	46.838-52.358
report	207	39.593-44.821	113.680-130.139	50.025-54.391
report	208	34.776-37.090	100.718-100.860	53.129-54.401
report	209	30.315-32.944	102.429-106.651	44.338-44.644
report	210	40.320-42.029	113.650-121.752	40.605-41.712
suspect	4	43.916	112.663	43.122
report	211	28.176-32.090	121.640-138.052	42.044-43.000
report	212	34.741-40.084	105.429-114.558	51.961-59.083
report	213	34.167-36.516	129.310-138.617	42.178-44.467
report	214	29.777-34.296	142.080-146.704	41.922-45.752
report	215	43.723-44.212	96.894-105.963	51.425-53.545
report	216	31.053-36.052	124.681-126.351	41.245-41.407
report	217	31.025-33.578	117.765-125.292	49.394-52.285
report	218	34.788-35.605	129.006-142.191	44.643-51.345
report	219	30.238-33.229	108.666-119.043	54.994-59.685
report	220	30.730-31.568	107.015-118.036	41.376-44.240
report	221	31.927-35.610	115.071-117.266	54.240-54.899
report	222	32.022-35.277	94.473-102.506	38.143-43.934
report	223	34.693-38.815	113.121-129.142	46.033-48.953
report	224	32.718-33.573	117.512-119.837	55.995-60.478
report	225	40.036-41.513	134.752-152.607	48.138-54.106
report	226	40.508-46.831	115.055-132.458	46.311-48.427
report	227	37.009-42.341	95.339-107.452	42.313-45.800
report	228	43.175-46.412	100.898-113.609	41.516-44.206
report	229	28.694-33.025	118.533-122.832	38.743-40.492
report	230	35.662-37.165	139.864-144.626	42.150-43.333
report	231	30.086-32.617	107.860-117.077	52.766-56.152
report	232	30.350-34.857	116.657-127.216	54.234-59.327
report	233	39.199-41.373	105.489-107.310	40.287-42.141
report	234	45.044-46.095	128.185-134.000	47.459-49.700
report	235	31.195-33.944	123.381-128.453	51.550-56.015
report	236	35.287-40.351	132.114-148.251	43.495-50.503
report	237	36.359-37.139	97.934-109.567	47.710-51.656
report	238	39.126-43.797	130.746-150.447	51.905-52.497
report	239	30.500-32.640	104.128-118.436	47.804-54.615
report	240	32.741-37.726	108.426-109.820	42.312-43.542
report	241	36.352-38.923	100.078-107.233	51.027-55.343
report	242	41.939-43.155	129.224-150.140	45.206-50.900
report	243	33.052-34.164	142.943-153.463	42.531-45.209
report	244	38.250-40.123	137.999-154.469	57.330-60.596
report	245	41.817-44.648	117.577-128.809	48.628-48.932
report	246	39.394-40.197	114.293-126.001	38.497-41.752
report	247	33.583-36.637	143.888-149.151	52.434-57.412
report	248	40.604-41.194	131.048-147.082	53.844-56.081
report	249	40.525-41.222	105.245-114.192	41.631-46.980
report	250	33.624-38.404	125.811-142.445	40.405-46.948
report	251	44.182-44.707	124.692-143.476	53.674-56.488
report	252	40.969-47.276	130.145-150.215	47.194-47.932
report	253	40.746-42.217	101.870-102.309	52.476-55.703
report	254	36.885-40.958	134.737-142.299	49.723-53.308
report	255	39.890-40.296	123.015-140.426	51.735-58.313
report	256	32.878-34.145	130.817-144.495	53.907-61.424
report	257	31.442-35.961	130.617-146.109	52.281-59.854
report	258	42.537-45.134	116.580-118.317	47.775-51.692
report	259	34.843-35.244	96.780-105.619	49.765-54.070
report	260	44.520-46.128	106.526-109.269	47.137-51.699
report	261	45.592-46.974	114.188-132.137	49.640-56.898
report	262	35.447-36.321	113.481-113.691	45.577-49.205
report	263	43.521-45.844	96.761-111.041	40.645-41.958
report	264	34.523-39.623	124.574-138.289	44.504-49.963
report	265	44.242-45.096	130.474-145.233	41.826-46.629
report	266	38.817-42.220	147.585-152.801	40.016-41.957
report	267	44.523-45.253	116.802-127.870	54.492-61.231
report	268	46.135-52.841	143.513-145.167	55.891-60.352
report	269	40.620-43.660	145.848-157.579	38.774-42.889
report	270	35.412-36.982	119.385-137.102	44.795-48.733
report	271	39.285-40.983	104.841-113.438	51.764-52.232
report	272	48.977-49.924	108.413-116.605	57.900-63.316
report	273	45.428-49.624	134.163-134.615	49.741-55.464
report	274	32.521-35.082	109.027-119.115	53.253-55.246
report	275	32.531-37.398	117.914-123.289	45.672-45.694
report	276	43.732-45.567	113.007-114.897	42.684-43.501
report	277	44.958-51.748	144.906-153.645	56.432-58.663
report	278	34.783-38.022	123.355-140.388	49.934-54.535
report	279	33.430-38.111	117.847-129.537	54.196-62.885
report	280	33.404-37.744	143.070-160.419	53.043-54.866
report	281	41.066-43.441	119.926-131.517	43.490-48.873
report	282	45.854-46.918	137.141-148.733	50.743-51.509
report	283	44.495-51.182	105.419-111.446	50.470-56.066
report	284	36.189-36.840	138.038-159.191	53.993-56.154
report	285	44.106-48.813	112.594-128.818	52.777-59.056
report	286	49.623-52.188	133.505-138.012	40.360-43.019
report	287	36.738-38.312	114.264-121.760	49.876-56.531
report	288	43.698-46.422	111.233-121.079	41.135-43.450
report	289	45.352-46.882	124.725-136.192	58.268-64.268
report	290	44.372-47.632	137.475-145.331	53.474-59.810
report	291	46.787-53.534	125.024-125.657	56.513-56.757
report	292	48.909-51.780	114.695-126.354	45.923-51.725
report	293	41.414-43.237	134.537-151.160	50.574-52.935
report	294	44.938-50.938	117.164-118.755	44.051-50.733
report	295	45.704-49.375	107.937-124.979	57.291-59.353
report	296	36.418-40.294	139.357-160.916	58.189-63.186
report	297	41.624-47.257	149.034-150.215	39.087-44.235
report	298	38.055-38.227	141.402-148.442	49.179-49.369
report	299	48.222-53.567	104.498-115.180	52.789-60.595
report	300	47.722-50.401	144.002-147.228	43.015-44.764
suspect	5	50.782	145.521	43.912
report	301	47.364-53.309	138.563-142.886	41.782-47.876
report	302	38.652-41.990	137.598-153.375	45.262-52.141
report	303	43.879-49.544	131.450-138.766	49.251-56.982
report	304	51.605-52.364	136.804-144.800	55.448-57.382
report	305	43.242-46.226	128.998-144.758	55.814-59.705
report	306	35.994-39.847	128.554-138.116	44.770-47.356
report	307	38.008-44.081	142.681-153.146	51.734-51.745
report	308	45.550-46.527	140.885-151.098	57.612-63.582
report	309	34.315-37.182	123.207-134.173	41.249-47.437
report	310	44.715-50.550	148.740-152.038	54.488-56.715
report	311	41.417-45.343	120.006-132.931	45.820-49.479
report	312	36.387-39.665	120.191-121.689	40.870-44.063
report	313	41.094-43.123	137.804-156.602	50.101-50.403
report	314	36.300-39.263	117.985-133.583	46.030-48.369
report	315	50.854-55.144	137.286-157.644	42.315-44.507
report	316	42.538-46.241	110.037-111.837	49.053-49.713
report	317	36.170-36.458	138.445-155.096	60.169-64.475
report	318	51.757-52.419	141.130-148.329	51.293-58.766
report	319	36.041-38.120	110.319-114.369	55.831-60.496
report	320	42.353-46.195	111.655-113.503	45.180-48.900
report	321	41.504-44.645	108.058-109.857	46.210-48.574
report	322	38.438-40.931	124.628-142.400	55.525-61.159
report	323	50.394-53.151	133.860-154.254	43.617-46.162
report	324	37.520-38.191	140.907-148.365	43.380-50.184
report	325	46.492-51.545	124.125-130.658	46.262-52.645
report	326	34.805-39.212	106.198-116.631	51.400-51.828
report	327	35.315-40.814	114.393-130.341	54.864-56.255
report	328	36.906-38.693	108.649-115.630	44.199-46.376
report	329	52.757-53.256	123.594-127.044	45.312-52.095
report	330	34.863-39.571	133.036-135.085	51.411-59.091
report	331	37.589-39.174	135.075-143.427	57.946-66.913
report	332	49.443-54.993	132.367-133.257	58.966-64.767
report	333	39.375-39.871	106.545-123.611	48.273-50.320
report	334	52.225-59.578	131.903-150.841	44.250-44.930
report	335	43.774-46.252	152.335-167.775	41.464-46.220
report	336	36.570-41.900	148.230-168.954	53.180-55.738
report	337	51.789-54.428	117.108-127.218	60.591-67.491
report	338	47.558-52.308	125.626-125.867	57.169-58.043
report	339	53.481-57.536	135.844-144.035	54.744-57.293
report	340	46.985-49.233	135.380-136.901	44.776-47.960
report	341	43.301-47.114	113.063-130.200	52.323-55.525
report	342	51.311-54.357	117.683-133.683	49.183-50.660
report	343	43.380-47.677	108.703-117.045	56.808-60.591
report	344	44.177-45.812	146.317-156.529	60.693-66.030
report	345	41.919-46.552	133.943-135.297	51.027-57.874
report	346	54.702-57.867	135.088-144.085	54.702-58.445
report	347	55.197-56.410	117.634-120.833	61.672-62.833
report	348	43.863-48.893	139.733-141.331	58.679-63.608
report	349	53.641-54.376	112.241-112.394	41.736-44.740
report	350	46.284-46.396	142.858-154.284	55.341-64.036
report	351	56.097-57.197	112.021-117.369	46.118-49.626
report	352	36.821-40.269	121.244-140.662	48.932-56.720
report	353	55.025-57.456	129.504-142.655	59.584-60.935
report	354	52.058-55.663	123.562-125.296	42.248-48.060
report	355	46.003-49.197	116.012-121.032	61.095-67.602
report	356	52.268-59.768	135.373-144.197	55.353-57.949
report	357	54.513-61.187	138.737-148.147	63.266-65.159
report	358	53.714-54.933	115.428-125.778	60.393-61.925
report	359	38.894-44.386	126.704-143.998	49.672-54.240
report	360	45.898-48.940	144.666-154.619	56.612-59.779
report	361	48.995-55.972	112.102-122.556	58.358-58.799
report	362	44.648-51.752	138.229-158.473	43.765-45.672
report	363	43.499-49.743	104.540-117.602	59.276-61.882
report	364	52.588-60.708	142.073-155.610	47.415-50.361
report	365	48.817-55.678	145.105-147.508	55.447-61.166
report	366	41.517-43.741	154.083-160.106	44.271-48.958
report	367	51.788-55.964	131.726-146.617	51.336-56.929
report	368	40.361-40.392	138.124-157.883	60.034-68.785
report	369	44.098-44.143	112.985-121.017	55.899-62.981
report	370	56.602-57.325	107.530-118.474	50.785-51.667
report	371	40.060-45.422	129.151-148.392	44.356-46.126
report	372	42.443-48.146	131.156-139.585	57.766-64.237
report	373	47.570-50.937	130.255-135.816	46.460-46.869
report	374	51.113-53.594	117.163-133.132	43.987-47.918
report	375	52.107-60.422	128.475-143.109	48.486-53.066
report	376	40.574-44.040	121.634-138.653	49.473-56.612
report	377	41.344-46.234	155.945-168.677	63.284-63.948
report	378	47.426-54.212	129.203-143.910	50.495-54.887
report	379	50.729-55.375	130.034-136.412	54.058-61.339
report	380	44.742-46.509	140.163-154.372	47.672-50.884
report	381	54.100-62.764	103.976-117.206	52.604-53.250
report	382	56.338-57.785	131.691-142.589	61.397-64.529
report	383	41.481-44.520	147.482-162.587	51.254-56.974
report	384	44.249-47.034	153.742-171.684	46.888-50.413
report	385	54.327-62.609	159.347-171.140	60.589-65.871
report	386	40.269-43.254	114.635-120.899	47.156-53.551
report	387	59.925-61.176	147.602-160.564	61.387-64.072
report	388	44.868-45.125	140.463-162.165	60.613-67.488
report	389	51.333-54.077	119.660-136.807	48.280-51.451
report	390	50.575-56.023	145.270-153.476	47.199-49.464
report	391	41.056-43.705	107.410-119.683	60.492-60.675
report	392	59.254-61.200	136.516-147.692	58.944-61.167
report	393	55.656-57.764	116.538-126.186	46.568-54.088
report	394	48.247-51.563	130.768-141.910	59.490-68.756
report	395	49.051-51.700	153.820-176.066	47.036-50.605
report	396	46.892-53.873	154.853-175.594	54.869-59.734
suspect	6	44.457	112.457	62.194
report	397	56.353-63.422	144.713-147.077	55.096-58.116
report	398	52.134-58.915	111.118-112.527	47.994-55.707
report	399	49.518-50.197	154.702-168.171	63.988-69.775
report	400	55.172-56.588	133.895-141.496	53.542-56.808
report	401	41.991-47.288	149.383-153.999	60.480-62.784
report	402	47.854-53.335	135.112-144.460	49.328-52.377
report	403	51.683-58.921	122.899-124.840	49.590-53.935
report	404	42.229-42.324	143.335-166.055	59.480-66.355
report	405	56.348-56.737	154.157-172.311	52.953-58.321
report	406	46.484-52.787	111.336-124.228	59.773-60.261
report	407	43.321-44.350	136.084-154.724	53.304-54.424
report	408	59.518-61.026	135.580-146.191	52.623-56.160
report	409	61.292-64.071	134.567-149.969	51.994-58.019
report	410	52.263-56.821	156.931-179.890	60.535-60.986
report	411	45.007-45.848	130.211-136.742	59.124-64.390
report	412	42.669-46.322	117.091-119.656	59.388-61.041
report	413	56.917-65.199	148.221-156.722	52.400-54.327
report	414	58.228-61.351	143.704-157.689	64.425-70.159
report	415	59.512-67.019	136.458-157.752	47.225-49.108
report	416	47.446-52.677	126.101-133.989	63.593-66.421
report	417	43.708-47.785	111.305-119.425	46.190-47.189
report	418	52.597-59.793	116.898-130.829	50.348-56.582
report	419	43.890-50.449	110.098-117.039	58.370-62.941
report	420	48.237-49.356	150.213-152.062	55.972-57.604
report	421	58.430-64.218	150.043-170.541	64.827-70.281
report	422	45.063-47.746	122.695-132.759	45.192-49.446
report	423	47.601-52.869	132.960-154.458	62.779-67.632
report	424	52.804-56.999	158.349-158.499	44.246-48.732
report	425	54.721-57.801	119.953-138.570	51.476-56.885
report	426	45.088-49.628	136.645-150.209	61.747-70.781
report	427	49.753-54.881	154.868-160.847	60.564-64.714
report	428	50.493-53.414	118.950-137.624	45.918-53.013
report	429	52.040-53.888	149.887-164.071	46.766-50.498
report	430	62.356-66.920	153.976-167.091	50.320-56.879
report	431	52.713-53.781	141.917-144.053	46.548-52.269
report	432	56.615-56.630	156.523-171.981	63.495-68.031
report	433	41.659-48.054	145.557-154.598	52.287-57.917
report	434	47.481-52.803	133.003-150.233	44.264-49.546
report	435	41.639-48.308	121.832-132.684	48.477-52.052
report	436	56.399-64.564	149.006-153.497	64.475-66.432
report	437	53.091-55.834	117.164-130.109	43.695-50.173
report	438	55.731-61.456	113.944-124.651	53.651-61.904
report	439	55.202-55.257	162.245-176.554	63.792-69.977
report	440	46.227-49.235	112.861-130.688	63.710-67.484
report	441	56.821-64.473	114.724-127.038	61.910-68.324
report	442	55.309-59.520	127.935-128.845	53.237-59.215
report	443	45.729-52.807	144.517-153.335	64.514-71.380
report	444	47.175-54.592	140.190-150.209	54.855-61.241
report	445	59.703-61.240	142.409-150.424	50.112-50.969
report	446	45.610-48.137	136.654-149.926	46.690-47.588
report	447	51.184-58.182	124.522-136.090	51.696-55.588
report	448	50.142-53.834	124.345-139.180	64.509-69.509
report	449	58.951-64.288	130.308-146.309	57.395-62.618
report	450	43.501-49.245	148.378-166.535	51.938-54.441
report	451	61.803-65.404	129.763-135.969	54.702-63.236
report	452	50.989-53.400	125.087-137.984	63.981-72.020
report	453	45.622-50.101	151.985-176.078	60.451-65.302
report	454	53.699-61.858	126.989-131.169	49.300-54.717
report	455	50.241-54.380	156.337-159.299	59.792-61.835
report	456	45.227-51.749	136.643-151.922	53.890-61.760
report	457	54.047-55.735	156.603-175.144	45.780-51.609
report	458	65.575-69.210	116.816-122.411	49.243-53.859
report	459	60.125-68.673	161.421-170.961	47.490-53.294
report	460	47.169-47.591	126.894-142.345	63.368-70.350
report	461	51.172-55.005	158.223-182.363	49.265-51.667
report	462	60.431-65.040	150.714-157.293	62.617-70.156
report	463	55.473-59.130	164.115-165.834	63.618-68.771
report	464	53.569-55.295	157.822-180.825	52.718-59.623
report	465	55.513-57.485	150.379-151.461	58.020-61.593
report	466	51.124-52.298	133.974-143.066	48.593-54.508
report	467	68.073-68.626	155.067-156.343	56.881-59.854
report	468	53.979-62.174	120.055-137.783	65.158-69.286
report	469	45.938-47.765	137.154-157.654	52.804-59.403
report	470	47.113-50.026	159.812-177.947	60.452-62.853
report	471	56.743-59.280	151.954-152.202	49.341-54.207
report	472	55.820-64.690	161.020-184.792	53.167-58.746
report	473	59.003-66.879	126.704-130.470	48.273-53.519
report	474	62.135-70.108	128.383-145.701	65.836-71.999
report	475	63.652-69.721	130.492-136.097	64.023-71.096
report	476	58.142-60.869	124.512-134.634	57.307-57.817
report	477	47.450-53.093	164.423-172.642	50.359-57.817
report	478	61.142-68.453	141.000-141.693	66.768-71.775
report	479	55.346-59.031	149.011-170.404	65.137-69.612
report	480	52.190-57.059	132.456-144.797	69.439-71.309
report	481	61.961-64.709	163.433-187.275	65.553-69.101
report	482	62.415-67.636	120.328-131.671	67.867-72.429
report	483	60.542-68.830	152.391-161.628	52.126-55.744
report	484	53.766-61.792	126.562-143.368	60.857-67.839
report	485	65.693-71.488	144.178-165.954	51.554-51.660
report	486	61.426-69.863	125.327-141.282	56.870-64.505
report	487	53.720-57.964	156.739-176.064	49.704-53.123
report	488	65.207-69.285	134.358-138.133	67.287-72.546
report	489	56.472-57.044	125.605-137.909	51.760-58.564
report	490	66.242-74.677	144.676-154.605	49.550-53.222
report	491	63.028-72.379	151.438-171.084	59.678-65.933
report	492	48.677-53.114	117.640-122.483	66.199-76.217
report	493	61.942-65.976	149.146-155.186	63.410-72.174
report	494	47.178-49.114	155.089-174.434	58.550-62.311
report	495	63.375-63.700	166.948-172.101	50.779-55.797
report	496	62.158-70.799	146.643-163.498	56.854-63.816
